,MSZoning,GrLivArea,YrSold,YearBuilt,SalePrice,LotArea,FullBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,GarageFinish,1stFlrSF,2ndFlrSF
762,FV,1547,2010,2009,215200,8640,2,3,7,2,Unf,764,783
763,RL,2365,2009,1999,337000,9430,2,3,8,3,RFn,1268,1097
764,RL,1494,2006,1995,270000,9549,1,2,6,2,Fin,1494,0
765,RL,1506,2008,2008,264132,14587,2,2,6,2,Fin,1506,0
766,RL,1714,2010,1988,196500,10421,2,3,7,2,Unf,980,734
767,RL,1750,2008,1940,160000,12508,2,4,7,1,Unf,983,767
768,RL,1836,2006,2004,216837,9100,2,3,8,2,Fin,1836,0
769,RL,3279,2010,2003,538000,53504,3,4,12,3,Fin,1690,1589
770,RL,858,2009,1982,134900,7252,1,2,5,2,Unf,858,0
771,RL,1220,2006,1951,102000,8877,1,2,6,2,Unf,1220,0
772,RL,1117,2010,1976,107000,7819,1,3,6,2,Unf,1117,0
773,RL,912,2007,1958,114500,10150,1,2,5,1,RFn,912,0
774,RL,1973,2007,2006,395000,14226,2,3,9,3,Fin,1973,0
775,RM,1204,2009,1998,162000,4500,2,2,5,2,Fin,1204,0
776,RL,1614,2006,2005,221500,11210,2,3,7,3,RFn,1614,0
777,RL,894,2006,1974,142500,13350,1,3,5,2,Unf,894,0
778,RH,2020,2007,1977,144000,8400,2,4,10,2,Unf,2020,0
779,RL,1004,2006,1977,135000,10530,1,2,4,2,Unf,1004,0
780,RL,1253,2007,1995,176000,7875,2,3,6,2,Fin,1253,0
781,RL,1603,2006,1992,175900,7153,2,3,7,2,RFn,810,793
782,RL,1430,2009,2001,187100,16285,2,3,6,2,RFn,1430,0
783,RL,1110,2009,1978,165500,9101,1,1,4,2,Fin,1110,0
784,RM,1484,2008,1914,128000,6300,2,3,9,0,,742,742
785,RL,1342,2009,1967,161500,9790,2,3,7,2,Unf,1342,0
786,RM,1652,2010,1915,139000,10800,2,4,7,1,Unf,966,686
787,RL,2084,2010,2004,233000,10142,2,4,8,2,RFn,956,1128
788,RM,901,2008,1954,107900,6000,1,2,4,1,Unf,901,0
789,RL,2087,2007,1966,187500,12205,2,5,9,2,Fin,976,1111
790,RL,1145,2009,2005,160200,3182,2,2,5,2,Fin,1145,0
791,RL,1062,2007,1976,146800,11333,1,3,5,2,RFn,1062,0
792,RL,2013,2007,1996,269790,9920,2,3,8,2,Unf,1127,886
793,RL,1496,2007,2007,225000,9158,2,3,7,2,Fin,1496,0
794,RL,1895,2008,1994,194500,10832,2,3,7,2,Fin,1086,809
795,RL,1564,2010,1980,171000,8400,2,3,7,2,Unf,888,676
796,RL,1285,2007,1977,143500,8197,1,3,7,2,RFn,1285,0
797,RL,773,2008,1953,110000,7677,1,2,4,1,Unf,773,0
798,RL,3140,2009,2008,485000,13518,3,4,11,3,Fin,1966,1174
799,RL,1768,2007,1937,175000,7200,1,3,7,1,Unf,981,787
800,RL,1688,2008,1997,200000,12798,2,4,8,2,RFn,616,1072
801,RM,1196,2007,1916,109900,4800,1,2,5,2,Unf,1196,0
802,RL,1456,2008,2005,189000,8199,2,3,7,2,Fin,728,728
803,RL,2822,2009,2008,582933,13891,3,4,12,3,RFn,1734,1088
804,RL,1128,2006,1954,118000,9000,1,2,5,1,Unf,1128,0
805,RL,1428,2008,2008,227680,12274,2,3,6,2,RFn,1428,0
806,RL,980,2006,1967,135500,9750,2,3,6,1,Fin,980,0
807,RL,1576,2009,1923,223500,21384,1,3,6,2,RFn,1072,504
808,RL,1086,2006,1966,159950,13400,1,3,6,2,RFn,1086,0
809,RM,2138,2009,1898,106000,8100,2,2,11,2,Unf,1075,1063
810,RL,1309,2006,1974,181000,10140,1,3,5,2,RFn,1309,0
811,RM,848,2008,2004,144500,4438,1,1,4,2,Fin,848,0
812,C (all),1044,2010,1952,55993,8712,1,2,4,2,Unf,1044,0
813,RL,1442,2007,1958,157900,9750,1,4,7,1,RFn,1442,0
814,RL,1250,2006,1918,116000,8248,1,3,7,1,Unf,686,564
815,RL,1661,2010,1998,224900,12137,2,3,6,2,RFn,1661,0
816,RL,1008,2006,1954,137000,11425,1,2,4,1,RFn,1008,0
817,RL,1689,2008,2002,271000,13265,2,3,7,3,RFn,1689,0
818,RL,1052,2010,1971,155000,8816,1,3,6,2,Unf,1052,0
819,RL,1358,2010,2009,224000,6371,2,2,6,2,RFn,1358,0
820,RL,1640,2008,2003,183000,7226,2,3,6,2,RFn,798,842
821,RM,936,2009,1953,93000,6000,1,2,4,2,Unf,936,0
822,RL,1733,2007,2003,225000,12394,2,3,7,2,Fin,847,886
823,RL,1489,2009,1940,139500,9900,2,3,7,1,Unf,944,545
824,FV,1489,2006,2006,232600,11216,2,3,7,2,RFn,1489,0
825,RL,2084,2008,2007,385000,14803,2,2,7,3,Fin,2084,0
826,RM,784,2008,1924,109500,6130,1,2,5,0,,784,0
827,RL,1434,2009,2001,189000,8529,2,3,6,2,RFn,1434,0
828,RL,2126,2009,1967,185000,28698,2,3,7,2,Fin,1160,966
829,FV,1223,2006,2005,147400,2544,2,2,4,2,RFn,520,623
830,RL,1392,2008,1957,166000,11900,1,3,6,2,RFn,1392,0
831,FV,1200,2006,2005,151000,3180,2,2,4,2,RFn,520,600
832,RL,1829,2010,2003,237000,9548,2,3,7,2,RFn,941,888
833,RL,1516,2009,1964,167000,10004,1,3,6,2,RFn,1516,0
834,RL,1144,2008,1961,139950,7875,1,3,6,2,Unf,1144,0
835,RL,1067,2010,1950,128000,9600,2,2,4,2,Unf,1067,0
836,RM,1559,2007,1948,153500,8100,1,2,5,2,Unf,1559,0
837,RM,987,2008,1973,100000,1680,1,2,5,1,Unf,483,504
838,RL,1099,2008,1995,144000,9525,1,3,6,1,Unf,1099,0
839,RL,1200,2008,1946,130500,11767,1,3,6,1,Unf,768,432
840,RH,1482,2008,1925,140000,12155,2,4,7,1,Unf,810,672
841,RM,1539,2008,1904,157500,10440,2,3,8,2,Unf,958,581
842,RL,1165,2008,1966,174900,9020,1,3,6,2,RFn,1165,0
843,RL,1800,2007,1961,141000,8000,2,6,10,0,,1800,0
844,RM,1416,2008,1915,153900,12665,1,4,7,3,Unf,876,540
845,RL,1701,2007,1975,171000,16647,2,3,6,2,Fin,1701,0
846,RL,1775,2009,1993,213000,9317,2,3,7,2,Unf,1006,769
847,RL,864,2009,1972,133500,15523,1,3,5,1,Unf,864,0
848,RL,2358,2008,1908,240000,45600,3,5,10,2,Unf,1307,1051
849,RL,1855,2007,1976,187000,9600,2,3,7,2,RFn,1094,761
850,RM,848,2007,2003,131500,4435,1,1,3,2,Fin,848,0
851,RL,1456,2006,2003,215000,3196,2,2,7,2,Fin,1456,0
852,RL,1646,2007,1941,164000,7128,2,4,7,1,Unf,918,728
853,RL,1445,2009,1964,158000,12095,1,3,7,2,RFn,1445,0
854,RL,1779,2006,1955,170000,17920,1,3,6,2,Unf,1779,0
855,RL,1040,2010,1962,127000,6897,1,3,6,1,Unf,1040,0
856,RL,1026,2008,1978,147000,10970,1,3,5,2,Unf,1026,0
857,RL,1481,2009,1994,174000,8125,2,3,6,2,Fin,702,779
858,RL,1370,2009,1976,152000,10400,2,3,6,2,RFn,1370,0
859,RL,2654,2006,1968,250000,11029,2,4,9,2,Unf,1512,1142
860,RL,1426,2007,1918,189950,7642,1,3,7,1,Unf,912,514
861,RL,1039,2010,1965,131500,11625,1,3,6,2,Unf,1039,0
862,RL,1097,2010,1984,152000,9672,2,3,6,2,Unf,1097,0
863,RL,1148,2009,1959,132500,7931,1,3,6,1,Unf,1148,0
864,FV,1372,2008,2007,250580,8640,2,3,6,2,Fin,1372,0
865,RL,1002,2009,1970,148500,8750,1,3,5,2,Unf,1002,0
866,RL,1646,2007,2006,248900,10656,2,3,6,3,RFn,1646,0
867,RL,1120,2007,1961,129000,6970,1,3,5,2,RFn,1120,0
868,RL,2320,2006,1948,169000,14762,2,2,7,2,Unf,1547,720
869,RL,1949,2010,1993,236000,9938,2,3,8,2,Fin,1062,887
870,RL,894,2009,1962,109500,6600,1,2,5,1,Unf,894,0
871,RL,1682,2010,1998,200500,8750,2,3,7,2,RFn,804,878
872,RL,910,2008,1953,116000,8892,1,3,5,2,Unf,910,0
873,RL,1268,2009,1949,133000,12144,1,3,6,1,Unf,1036,0
874,RM,1131,2009,1941,66500,5720,1,3,5,1,Unf,676,455
875,FV,2610,2007,2007,303477,9000,2,4,11,2,Fin,1184,1426
876,RL,1040,2007,1963,132250,25286,1,3,5,2,Unf,1040,0
877,RL,2224,2009,2004,350000,8834,2,4,10,3,Fin,1462,762
878,RL,1155,2010,1961,148000,11782,1,3,6,2,Unf,1155,0
879,RL,864,2009,1978,136500,7000,1,3,6,1,Unf,864,0
880,RL,1090,2007,2005,157000,7024,1,2,5,2,Fin,1090,0
881,RL,1717,2007,1990,187500,13758,2,3,7,2,RFn,1187,530
882,RL,1593,2009,1992,178000,9636,2,3,7,2,RFn,808,785
883,RL,2230,2006,1912,118500,6204,1,5,10,1,Unf,954,795
884,RL,892,2009,1967,100000,7150,1,3,5,1,RFn,892,0
885,FV,1709,2008,1999,328900,5119,2,2,5,2,Fin,1709,0
886,RL,1712,2006,1959,145000,8393,2,4,8,2,Fin,1712,0
887,RL,1393,2008,1955,135500,16466,1,3,8,1,Unf,872,521
888,RL,2217,2007,1970,268000,15865,2,4,8,2,Unf,2217,0
889,RL,1505,2009,1953,149500,12160,1,2,6,2,RFn,1505,0
890,RL,924,2007,1949,122900,8064,1,3,6,2,Unf,672,252
891,RL,1683,2009,1978,172500,11184,2,3,7,2,RFn,918,765
892,RL,1068,2006,1963,154500,8414,1,3,6,1,RFn,1068,0
893,RL,1383,2008,1954,165000,13284,1,3,6,1,Unf,1383,0
894,RL,1535,2009,1979,118858,7018,2,4,8,2,Unf,1535,0
895,RL,1796,2008,1963,140000,7056,1,4,8,2,RFn,983,813
896,RM,951,2006,1936,106500,8765,1,2,6,1,Unf,951,0
897,RL,2240,2009,1979,142953,7018,2,6,12,2,Unf,1120,1120
898,RL,2364,2010,2009,611657,12919,2,2,11,3,Fin,2364,0
899,RL,1236,2006,1961,135000,6993,1,3,6,1,Unf,1236,0
900,RL,858,2007,1971,110000,7340,1,2,4,1,Unf,858,0
901,RL,1306,2009,1957,153000,8712,1,2,5,1,Unf,1306,0
902,RL,1509,2006,2003,180000,7875,2,3,8,2,Fin,807,702
903,RL,1670,2006,2006,240000,14859,2,3,7,3,RFn,1670,0
904,RL,902,2007,1967,125500,6173,1,3,6,1,Unf,902,0
905,RL,1063,2010,1954,128000,9920,1,3,6,1,RFn,1063,0
906,RL,1636,2007,2006,255000,13501,2,3,8,3,RFn,1636,0
907,RL,2057,2006,1936,250000,11500,1,3,6,1,Fin,1020,1037
908,RL,902,2006,1983,131000,8885,1,2,5,2,Unf,902,0
909,RL,1484,2009,2005,174000,12589,2,3,8,2,Fin,742,742
910,RL,2274,2010,1960,154300,11600,2,5,12,2,Unf,1105,1169
911,RL,1268,2009,1977,143500,9286,1,3,5,1,Unf,1268,0
912,RM,1015,2006,1925,88000,6120,1,3,6,1,Unf,1015,0
913,RH,2002,2007,1949,145000,6270,2,4,8,3,Unf,1001,1001
914,FV,1224,2009,2009,173733,3000,2,2,4,2,RFn,612,612
915,RM,1092,2007,1970,75000,2001,1,3,6,1,Unf,546,546
916,C (all),480,2006,1949,35311,9000,0,1,4,1,Unf,480,0
917,RL,1229,2009,1956,135000,17140,1,3,6,1,RFn,1229,0
918,RL,2127,2007,1991,238000,13125,2,4,8,3,RFn,912,1215
919,RL,1414,2008,1958,176500,11029,1,3,6,2,Unf,1414,0
920,RL,1721,2007,1994,201000,8462,2,3,7,2,RFn,936,785
921,RL,2200,2008,1900,145900,8777,2,4,9,0,,1272,928
922,RL,1316,2006,2005,169990,10237,2,3,6,2,Fin,1316,0
923,RL,1617,2008,1993,193000,8012,2,2,5,2,RFn,1617,0
924,RL,1686,2006,1980,207500,10240,2,3,7,2,Unf,1686,0
925,RL,1126,2008,1977,175000,15611,2,3,6,2,RFn,1126,0
926,RL,2374,2007,2003,285000,11999,2,4,10,3,Fin,1234,1140
927,RL,1978,2008,1968,176000,9900,2,4,9,2,RFn,1098,880
928,RL,1788,2009,2001,236500,11838,2,3,7,2,RFn,1788,0
929,RL,2236,2006,1997,222000,13006,2,4,8,2,Fin,993,1243
930,RL,1466,2009,2007,201000,8925,2,3,7,3,Fin,1466,0
931,RL,925,2009,1965,117500,9100,1,2,5,1,Unf,925,0
932,RL,1905,2007,2006,320000,11670,2,3,8,3,Fin,1905,0
933,RL,1500,2009,2004,190000,8487,2,3,6,2,RFn,1500,0
934,RL,2069,2008,1960,242000,27650,2,4,9,2,RFn,2069,0
935,RL,747,2006,1926,79900,5825,1,1,5,2,Unf,747,0
936,RL,1200,2009,2003,184900,10083,2,2,5,2,RFn,1200,0
937,RL,1971,2009,2005,253000,9675,2,3,8,2,RFn,1113,858
938,RL,1962,2006,2006,239799,8760,2,3,7,3,RFn,1391,571
939,RL,2403,2010,1940,244400,24090,2,4,10,1,Unf,1207,1196
940,RL,1728,2006,1976,150900,12640,2,4,8,2,Unf,1728,0
941,RL,2060,2009,1999,214000,8755,2,3,8,2,RFn,1022,1038
942,RL,1440,2007,1977,150000,7711,2,4,8,0,,1440,0
943,RL,1632,2007,1967,143000,25000,2,4,8,2,Unf,1632,0
944,RL,1344,2009,1958,137500,14375,1,3,7,2,RFn,1344,0
945,RM,1869,2009,1890,124900,8820,1,2,7,2,Unf,1188,561
946,RL,1144,2006,1959,143000,8163,1,3,6,1,RFn,1144,0
947,RL,1629,2007,2002,270000,14536,2,3,9,3,Fin,1629,0
948,RL,1776,2006,2002,192500,14006,2,3,7,2,RFn,936,840
949,RL,1381,2010,1972,197500,9360,1,3,5,2,RFn,1381,0
950,RL,864,2007,1950,129000,7200,1,3,5,2,RFn,864,0
951,RH,965,2006,1965,119900,7800,1,3,6,1,Unf,965,0
952,RL,768,2009,1972,133900,7200,1,2,5,1,Fin,768,0
953,RL,1968,2008,1969,172000,11075,2,4,7,2,RFn,1168,800
954,RL,980,2006,1975,127500,9400,2,4,4,0,,980,0
955,RH,1958,2007,1946,145000,7136,2,4,8,2,Unf,979,979
956,RM,1229,2009,1980,124000,1300,1,2,5,2,Fin,561,668
957,RL,1057,2007,1962,132000,7420,1,3,6,2,Fin,1057,0
958,RL,1337,2007,2003,185000,8450,2,3,6,2,RFn,1337,0
959,FV,1416,2010,1999,155000,2572,2,3,6,2,Unf,696,720
960,RL,858,2010,1958,116500,7207,1,2,4,0,,858,0
961,RL,2872,2008,1977,272000,12227,2,4,11,2,Fin,1542,1330
962,RL,1548,2007,1976,155000,2308,2,3,7,2,Unf,804,744
963,RL,1800,2009,2007,239000,11923,2,2,7,2,Fin,1800,0
964,RL,1894,2010,2002,214900,11316,2,4,8,2,Fin,824,1070
965,RL,1484,2007,2005,178900,10237,2,3,8,2,Fin,783,701
966,RL,1308,2009,1940,160000,9600,1,2,7,1,Unf,976,332
967,RL,1098,2008,1955,135000,7390,1,3,6,1,Unf,1098,0
968,RM,968,2009,1910,37900,5925,1,2,6,0,,600,368
969,RL,1095,2006,1958,140000,10382,1,2,6,1,RFn,1095,0
970,RL,1192,2006,1949,135000,10800,1,4,6,0,,720,472
971,RL,1626,2009,2003,173000,2268,2,2,6,2,RFn,764,862
972,RL,918,2010,1979,99500,7892,2,2,5,1,Unf,918,0
973,FV,1428,2008,2007,182000,11639,2,3,6,2,Fin,1428,0
974,RL,2019,2009,1910,167500,11414,1,3,8,2,Unf,1136,883
975,FV,1382,2006,2000,165000,2651,2,3,6,2,Unf,673,709
976,RL,869,2006,1923,85500,5900,1,2,4,0,,869,0
977,FV,1241,2007,2006,199900,4274,1,1,4,2,Fin,1241,0
978,RL,894,2007,1954,110000,9450,1,3,5,2,Unf,894,0
979,RL,1121,2009,1963,139000,8816,1,3,5,2,Unf,1121,0
980,RL,999,2008,1961,178400,12122,1,3,6,2,RFn,999,0
981,RL,2612,2009,1998,336000,12203,2,4,8,3,Fin,1276,1336
982,RL,1266,2008,2007,159895,3182,2,2,6,2,Fin,1266,0
983,RL,2290,2008,2002,255900,11250,2,4,9,2,Unf,1149,1141
984,RL,1734,2009,1977,126000,10125,2,4,8,2,Unf,1302,432
985,RL,1164,2008,1950,125000,10880,1,3,5,1,Unf,1164,0
986,RM,1635,2006,1910,117000,5310,1,2,5,1,Unf,1001,634
987,RL,1940,2010,2009,395192,10159,2,3,8,3,Fin,1940,0
988,RL,2030,2007,1976,195000,12046,2,4,8,2,Fin,1118,912
989,FV,1576,2006,2006,197000,8125,2,3,6,2,RFn,778,798
990,RL,2392,2006,1997,348000,9452,2,3,7,3,Fin,1407,985
991,RM,1742,2009,1882,168000,17671,1,4,8,2,Unf,916,826
992,RL,1851,2007,1964,187000,9760,2,3,7,2,RFn,1020,831
993,RL,1500,2006,2005,173900,8846,2,3,6,2,RFn,750,750
994,RL,1718,2009,2006,337500,12456,2,3,7,3,Fin,1718,0
995,RL,1230,2006,1946,121600,4712,1,3,5,1,Unf,774,456
996,RL,1050,2006,1961,136500,10659,1,3,6,1,Unf,1050,0
997,RL,1442,2009,1970,185000,11717,2,2,6,2,RFn,1442,0
998,RM,1077,2006,1922,91000,9786,1,3,6,1,Unf,1077,0
999,RL,1208,2010,2006,206000,6762,2,2,6,2,RFn,1208,0
1000,RL,944,2009,1952,82000,10206,1,2,4,2,Unf,944,0
1001,RL,691,2007,1920,86000,5400,1,2,4,1,Unf,691,0
1002,RL,1574,2008,2006,232000,11957,2,3,7,3,RFn,1574,0
1003,RL,1680,2007,1976,136905,11500,2,4,8,2,Unf,1680,0
1004,RL,1504,2009,2005,181000,3182,2,1,7,2,Fin,1504,0
1005,RL,985,2008,1977,149900,8385,2,3,6,1,Unf,985,0
1006,RL,1657,2007,1970,163500,12155,2,3,7,2,Unf,1657,0
1007,RM,1092,2009,1970,88000,2217,1,3,6,1,RFn,546,546
1008,RL,1710,2009,2004,240000,12118,2,3,7,2,Fin,1710,0
1009,RL,1522,2006,1926,102000,6000,2,4,7,0,,1008,0
1010,RL,1271,2008,1948,135000,21286,2,4,7,1,Unf,720,551
1011,RL,1664,2010,1965,100000,9825,2,4,8,0,,1664,0
1012,RL,1502,2007,1923,165000,10592,1,3,7,1,Unf,900,602
1013,RM,1022,2009,1910,85000,7200,1,2,4,1,Unf,1022,0
1014,RL,1082,2007,1948,119200,11664,1,2,5,1,Unf,1082,0
1015,RL,1665,2009,2001,227000,8400,2,3,6,2,Fin,810,855
1016,RL,1504,2009,1996,203000,11883,2,3,6,2,Fin,1504,0
1017,RL,1360,2009,1984,187500,5814,1,1,4,2,RFn,1360,0
1018,RL,1472,2007,1991,160000,10784,2,3,7,2,RFn,802,670
1019,RL,1506,2006,2005,213490,3013,2,2,6,2,Fin,1506,0
1020,RL,1132,2008,2005,176000,7024,1,2,5,2,Fin,1132,0
1021,RL,1220,2006,2006,194000,7406,2,2,6,2,RFn,1220,0
1022,RM,1248,2007,1930,87000,9439,1,2,6,1,Unf,912,336
1023,RL,1504,2008,2005,191000,3182,2,2,7,2,Fin,1504,0
1024,RL,2898,2008,1976,287000,15498,2,2,10,2,Fin,2898,0
1025,RL,882,2007,1972,112500,7700,1,3,5,2,Unf,882,0
1026,RL,1264,2010,1960,167500,9300,1,3,6,2,Unf,1264,0
1027,RL,1646,2008,2007,293077,9520,2,3,7,3,RFn,1646,0
1028,RL,1376,2007,1941,105000,9492,1,3,6,1,Unf,968,408
1029,RM,1218,2006,1972,118000,1680,1,3,7,1,Unf,672,546
1030,RH,1928,2006,1916,160000,7082,2,5,10,0,,948,980
1031,RL,3082,2009,1920,197000,15863,2,5,12,2,Fin,1687,998
1032,RL,2520,2006,1993,310000,14541,2,5,10,3,RFn,1352,1168
1033,RL,1654,2006,2002,230000,8125,2,3,6,3,Unf,1654,0
1034,RL,954,2007,1938,119750,6305,1,2,5,1,Unf,954,0
1035,RL,845,2009,1957,84000,11500,1,3,5,1,Unf,845,0
1036,RL,1620,2009,2007,315500,12898,2,2,6,3,Fin,1620,0
1037,RL,2263,2008,2001,287000,9240,2,3,7,2,Fin,1055,1208
1038,RM,1344,2009,1970,97000,1533,1,3,6,0,,798,546
1039,RM,630,2009,1970,80000,1477,1,1,3,1,Unf,630,0
1040,RL,1803,2006,1957,155000,13125,2,3,8,2,RFn,1803,0
1041,RL,1632,2008,1966,173000,9130,1,4,7,2,Unf,800,832
1042,RL,1306,2009,2005,196000,5381,2,1,5,2,RFn,1306,0
1043,RL,2329,2008,1990,262280,11839,2,4,10,2,Unf,1532,797
1044,RL,2524,2009,1981,278000,9600,2,4,9,2,Fin,2524,0
1045,RL,1733,2009,1955,139600,13680,2,4,8,2,Unf,1733,0
1046,RL,2868,2006,2005,556581,16056,3,4,11,3,Fin,1992,876
1047,RL,990,2008,1994,145000,9245,1,3,5,2,Unf,990,0
1048,RL,1771,2009,1960,115000,21750,1,3,9,2,Unf,1771,0
1049,RL,930,2010,1946,84900,11100,1,2,6,1,Unf,930,0
1050,RL,1302,2007,2007,176485,8993,2,3,6,2,Fin,1302,0
1051,RL,1316,2007,2007,200141,11175,2,3,6,2,Fin,1316,0
1052,RL,1977,2007,1964,165000,9500,1,4,9,2,RFn,1127,850
1053,RL,1526,2010,1957,144500,8562,1,4,7,1,Unf,1526,0
1054,RL,1989,2006,2002,255000,11367,2,3,7,2,Fin,1091,898
1055,RL,1523,2008,1976,180000,11361,2,3,7,2,Fin,1523,0
1056,RL,1364,2006,2005,185850,7052,2,2,6,2,RFn,1364,0
1057,RL,1850,2009,1994,248000,29959,2,3,7,2,Fin,979,871
1058,RL,2184,2009,2008,335000,11308,2,3,10,3,Fin,1130,1054
1059,RL,1991,2007,1932,220000,11275,1,3,7,2,Unf,1096,895
1060,RL,1338,2010,2001,213500,4920,2,2,6,2,Fin,1338,0
1061,C (all),894,2008,1935,81000,18000,1,2,6,3,RFn,894,0
1062,RM,2337,2007,1900,90000,13600,2,5,10,2,Unf,1422,915
1063,RM,1103,2006,1925,110500,6000,1,2,5,2,Unf,1103,0
1064,RL,1154,2009,1966,154000,11000,1,3,6,2,RFn,1154,0
1065,RL,2260,2010,1996,328000,14000,2,3,7,2,RFn,1306,954
1066,RL,1571,2009,1993,178000,7837,2,3,7,2,RFn,799,772
1067,RL,1611,2008,1964,167900,9760,1,4,7,2,RFn,798,813
1068,RM,2521,2006,1973,151400,3964,2,5,10,2,Fin,1291,1230
1069,RL,893,2007,1949,135000,9600,1,2,4,2,Unf,893,0
1070,RL,1048,2007,1956,135000,10152,1,3,6,1,Unf,1048,0
1071,RL,1556,2009,1968,154000,11700,1,4,8,2,Unf,829,727
1072,RL,1456,2006,1948,91500,7585,1,4,7,1,Unf,1002,454
1073,RL,1426,2009,1977,159500,7950,1,3,6,2,Fin,698,728
1074,RL,1240,2007,2006,194000,8556,2,2,5,3,RFn,1240,0
1075,RL,1740,2007,1940,219500,13125,1,3,6,1,Unf,960,780
1076,RL,1466,2006,1936,170000,10800,2,3,7,2,Unf,1096,370
1077,RL,1096,2006,1969,138800,15870,1,3,6,1,Fin,1096,0
1078,RM,848,2006,2004,155900,4435,1,1,3,2,RFn,848,0
1079,RL,990,2007,1994,126000,8775,1,3,5,1,Unf,990,0
1080,RL,1258,2008,1971,145000,11040,2,3,5,2,RFn,1258,0
1081,RL,1040,2010,1963,133000,7500,1,3,5,1,Fin,1040,0
1082,RL,1459,2007,2002,192000,8749,2,3,6,2,RFn,1459,0
1083,RL,1251,2006,1964,160000,8800,1,3,6,1,RFn,1251,0
1084,RL,1498,2006,1995,187500,13031,2,3,6,2,Fin,691,807
1085,RL,996,2010,1992,147000,9069,1,2,5,2,Unf,996,0
1086,RM,1092,2010,1973,83500,1974,1,3,6,1,RFn,546,546
1087,FV,1953,2009,2005,252000,10574,2,3,9,3,RFn,1082,871
1088,RM,1709,2006,2004,137500,2522,2,3,7,2,Unf,970,739
1089,FV,1247,2006,2005,197000,3316,1,1,4,2,Fin,1247,0
1090,RL,1040,2009,1950,92900,8544,2,2,6,2,Unf,1040,0
1091,FV,1252,2008,1999,160000,2160,2,2,4,2,Unf,624,628
1092,RL,1694,2008,1925,136500,8400,2,4,7,2,Unf,1390,304
1093,RL,1200,2006,1965,146000,9230,1,1,6,2,Unf,1200,0
1094,RL,936,2010,1956,129000,5868,1,2,4,1,Fin,936,0
1095,RL,1314,2007,2006,176432,9317,2,3,6,2,RFn,1314,0
1096,RM,1355,2007,1914,127000,6882,1,3,7,0,,773,582
1097,RL,1088,2007,1986,170000,3696,1,2,5,2,RFn,1088,0
1098,RM,1324,2009,1936,128000,6000,1,3,6,1,Unf,757,567
1099,RL,1601,2009,1978,157000,11880,2,3,7,2,RFn,1601,0
1100,RL,438,2009,1920,60000,8400,1,1,3,1,Unf,438,0
1101,RL,950,2007,1971,119500,9758,1,3,5,1,Unf,950,0
1102,RL,1134,2007,1960,135000,7000,1,2,6,1,RFn,1134,0
1103,RL,1194,2006,1959,159500,8910,1,3,6,2,Fin,1194,0
1104,RM,1302,2007,1970,106000,2016,2,3,6,2,Unf,630,672
1105,RL,2622,2010,1994,325000,12256,2,3,9,2,RFn,1500,1122
1106,RL,1442,2007,1990,179900,10357,2,3,6,2,Fin,1442,0
1107,RL,2021,2006,2006,274725,23257,2,3,9,2,RFn,887,1134
1108,RL,1690,2007,2000,181000,8063,2,3,7,2,RFn,948,742
1109,RL,1836,2009,2004,280000,11362,2,3,7,3,Fin,1836,0
1110,RL,1658,2008,1995,188000,8000,2,3,8,2,Fin,773,885
1111,RL,1964,2008,1976,205000,10480,2,4,8,2,RFn,1098,866
1112,RL,816,2006,1957,129900,7100,1,2,5,1,Unf,816,0
1113,RL,1008,2007,1953,134500,8923,1,2,6,1,Unf,1008,0
1114,RL,833,2006,1954,117000,5400,1,2,4,1,Unf,833,0
1115,RL,1734,2007,2007,318000,12085,2,3,7,3,RFn,1734,0
1116,RL,1419,2009,2002,184100,7750,2,3,7,2,Fin,779,640
1117,RL,894,2008,1967,130000,9764,1,3,5,2,RFn,894,0
1118,RL,1601,2008,1958,140000,13825,1,3,6,1,RFn,1021,580
1119,RL,1040,2006,1959,133700,7560,1,3,6,1,RFn,1040,0
1120,RM,1012,2007,1920,118400,8263,1,2,6,1,Unf,1012,0
1121,RL,1552,2006,2005,212900,10084,2,3,7,3,RFn,1552,0
1122,RL,960,2009,1956,112000,8926,1,3,5,1,Unf,960,0
1123,RL,698,2009,1947,118000,9405,1,2,4,0,,698,0
1124,RL,1482,2007,1992,163900,9125,2,3,7,2,Fin,812,670
1125,RL,1005,2009,1955,115000,10434,1,2,5,2,Unf,1005,0
1126,RL,1555,2009,2007,174000,3684,2,2,7,3,Fin,1555,0
1127,RL,1530,2007,2004,259000,14572,2,3,7,3,Fin,1530,0
1128,RL,1959,2007,2004,215000,11796,2,4,8,2,Fin,847,1112
1129,RM,936,2007,1980,140000,7200,1,2,4,2,Unf,936,0
1130,RL,1981,2009,1928,135000,7804,2,4,7,2,Unf,1328,653
1131,RL,974,2007,1991,93500,10712,1,3,5,0,,974,0
1132,RM,2210,2007,1880,117500,9900,2,5,8,1,Unf,1178,1032
1133,RL,2020,2009,1995,239500,9828,2,3,8,2,RFn,1142,878
1134,RL,1600,2007,1997,169000,8773,2,3,7,2,Fin,916,684
1135,RM,986,2007,1926,102000,6180,1,2,5,1,Unf,986,0
1136,RL,1252,2008,1950,119000,9600,1,3,6,1,Unf,1032,220
1137,RL,1020,2010,1875,94000,6342,1,2,6,0,,780,240
1138,RL,1567,2009,1977,196000,9819,2,2,5,2,RFn,1567,0
1139,RL,1167,2007,1920,144000,8731,1,3,6,2,Unf,1167,0
