,Unnamed: 0,GrLivArea,YearBuilt,SalePrice,LotArea,FullBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,1stFlrSF,2ndFlrSF,YearsOld,before_'08,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM
757,757,-0.24637208678800818,1978,158900,0.25223145749073334,2,3,6,2,-1.2691212473910354,0.8407414135609804,-0.15034453838373155,0,1,0,0,0,0,0,1,0
758,758,-0.02752471659534535,1999,179400,-1.3765598811639062,2,3,6,2,-1.049248779550452,0.9094654588550581,-0.9106712852098922,0,0,0,1,0,1,0,0,0
759,759,1.9325865120867651,1995,290000,0.36406256803889353,2,4,9,3,0.4277768573551141,1.9609433518544468,-0.8114982312760451,1,0,1,0,0,0,0,1,0
760,760,-1.2397488454016603,1959,127500,-0.18671873617412024,1,2,5,1,-0.772468143562894,-0.7948908644380686,0.4446937852193507,0,0,0,1,0,0,0,1,0
761,761,-0.4081288386695416,1924,100000,-0.5686193617434224,1,2,5,2,0.3579350146292818,-0.7948908644380686,1.6017127477808994,0,0,0,1,0,0,0,0,1
762,762,0.060014231481719776,2009,215200,-0.26697195123208234,2,3,7,2,-1.0311416351400509,0.9988067177373592,-1.1751327623668177,0,0,0,1,0,1,0,0,0
763,763,1.6166850907651822,1999,337000,-0.1291457775455822,2,3,8,3,0.27257276240882,1.7181183918153724,-0.8776136005652765,0,0,1,0,0,0,0,1,0
764,764,-0.040845860867942216,1995,270000,-0.1083846197371094,1,2,6,2,0.8571748533731947,-0.7948908644380686,-0.8445559159206608,1,1,0,0,0,0,0,1,0
765,765,-0.018009613543490444,2008,264132,0.7705625486585711,2,2,6,2,0.8882156723624535,-0.7948908644380686,-1.2081904470114333,0,1,0,0,0,0,0,1,0
766,766,0.3778186734136736,1988,196500,0.04374756185102745,2,3,7,2,-0.472406893333392,0.8865574437570323,-0.48092138482988833,0,0,0,1,0,0,0,1,0
767,767,0.4463274153870289,1940,160000,0.40785290929878154,2,4,7,1,-0.46464668858607727,0.9621538935805177,1.039732108822433,0,0,0,1,0,0,0,1,0
768,768,0.6099871878789334,2004,216837,-0.18671873617412024,2,3,8,2,1.7418381945670713,-0.7948908644380686,-1.142075077722202,1,1,0,0,0,0,0,1,0
769,769,3.3560459286442588,2003,538000,6.948838863544683,3,4,12,3,1.3641748968644223,2.845192734638246,-0.9767866544991236,0,1,0,0,0,0,0,1,0
770,770,-1.2511669690638862,1982,134900,-0.5091273044939332,1,2,5,2,-0.7879885530575235,-0.7948908644380686,-0.3156329616068099,0,0,0,1,0,0,0,1,0
771,771,-0.562273508109591,1951,102000,-0.2256240991261323,1,2,6,2,0.14840948645178464,-0.7948908644380686,0.6099822084424291,1,0,0,1,0,0,0,1,0
772,772,-0.7582846309778021,1976,107000,-0.4102064937594451,1,3,6,2,-0.11802420987268698,-0.7948908644380686,-0.08422916909450018,0,0,0,1,0,0,0,1,0
773,773,-1.1484038561038532,1958,114500,-0.0035320496287719653,1,2,5,1,-0.6483048676058587,-0.7948908644380686,0.41163610057473504,1,0,1,0,0,0,0,1,0
774,774,0.8707010114997578,2006,395000,0.7075812211891704,2,3,9,3,2.0962208780277765,-0.7948908644380686,-1.1751327623668177,1,1,0,0,0,0,0,1,0
775,775,-0.5927218378755267,1998,162000,-0.9892508867537412,2,2,5,2,0.10702172779943954,-0.7948908644380686,-0.8445559159206608,0,1,0,0,0,0,0,0,1
776,776,0.18751661237657552,2005,221500,0.181399272026532,2,3,7,3,1.167583043265783,-0.7948908644380686,-1.1751327623668177,1,0,1,0,0,0,0,1,0
777,777,-1.1826582270905308,1974,142500,0.5547511855570513,1,3,5,2,-0.6948660960897469,-0.7948908644380686,-0.15034453838373155,1,0,0,1,0,0,0,1,0
778,778,0.9601429801871938,1977,144000,-0.30884319387101905,2,4,10,2,2.21779741906904,-0.7948908644380686,-0.21645990767296291,1,0,0,1,0,0,1,0,0
779,779,-0.9733259599497229,1977,135000,0.06276408454954455,1,2,4,2,-0.4103252553548743,-0.7948908644380686,-0.24951759231757858,1,0,0,1,0,0,0,1,0
780,780,-0.4994738279673486,1995,176000,-0.4004365371436932,2,3,6,2,0.23377173867224643,-0.7948908644380686,-0.8114982312760451,1,1,0,0,0,0,0,1,0
781,781,0.16658338566249473,1992,175900,-0.5263991920824946,2,3,7,2,-0.9121518290145587,1.021714732835385,-0.7453828619868138,1,0,1,0,0,0,0,1,0
782,782,-0.162639179931685,2001,187100,1.0668015903290486,2,3,6,2,0.6916238187638142,-0.7948908644380686,-0.9437289698545078,0,0,1,0,0,0,0,1,0
783,783,-0.771605775250399,1978,165500,-0.18654427266312465,1,1,4,2,-0.13613135428308795,-0.7948908644380686,-0.18340222302834722,0,1,0,0,0,0,0,1,0
784,784,-0.05987606697165203,1914,128000,-0.6752165669617156,2,3,9,0,-1.0880498032870254,0.9048838558354529,1.8992319095824406,0,0,0,0,0,0,0,0,1
785,785,-0.3301049936443313,1967,161500,-0.06633891358717708,2,3,7,2,0.4639911461759161,-0.7948908644380686,0.18023230806242527,0,0,0,1,0,0,0,1,0
786,786,0.2598313955706728,1915,139000,0.10986923251834839,2,4,7,1,-0.5086211821541939,0.7765989712865079,1.9322895942270564,0,0,0,1,0,0,0,0,1
787,787,1.0819362992509367,2004,233000,-0.004927757716736523,2,4,8,2,-0.5344885313119097,1.7891332386192527,-1.0098443391437393,0,0,1,0,0,0,0,1,0
788,788,-1.169337082817934,1954,107900,-0.7275556202603866,1,2,4,1,-0.676758951679346,-0.7948908644380686,0.5769245237978134,0,0,0,1,0,0,0,0,1
789,789,1.0876453610820496,1966,187500,0.35499046546712393,2,5,9,2,-0.4827538329964782,1.7501896129526087,0.14717462341780957,1,1,0,0,0,0,0,1,0
790,790,-0.7050000538874146,2005,160200,-1.2191937942459021,2,2,5,2,-0.04559563223108304,-0.7948908644380686,-1.0759597084329706,0,1,0,0,0,0,0,1,0
791,791,-0.8629507645482061,1976,146800,0.20285828387898708,1,3,5,2,-0.2602946302401233,-0.7948908644380686,-0.18340222302834722,1,0,1,0,0,0,0,1,0
792,792,0.9468218359145969,1996,269790,-0.043658657157753016,2,3,8,2,-0.09215686071497128,1.2347592732470258,-0.8445559159206608,1,0,0,1,0,0,0,1,0
793,793,-0.03703981964720025,2007,225000,-0.1765998525363772,2,3,7,2,0.8623483232047378,-0.7948908644380686,-1.2081904470114333,1,1,0,0,0,0,0,1,0
794,794,0.7222654038908212,1994,194500,0.11545206487020662,2,3,7,2,-0.19821299226160563,1.0583675569922264,-0.7453828619868138,0,1,0,0,0,0,0,1,0
795,795,0.09236558185802646,1980,171000,-0.30884319387101905,2,3,7,2,-0.7103865055843763,0.753690956188482,-0.21645990767296291,0,0,0,1,0,0,0,1,0
796,796,-0.4385771684354773,1977,143500,-0.3442592866031197,1,3,7,2,0.31654725597693667,-0.7948908644380686,-0.21645990767296291,1,0,1,0,0,0,0,1,0
797,797,-1.4129237209454195,1953,110000,-0.434980312320816,1,2,4,1,-1.0078610208981067,-0.7948908644380686,0.6099822084424291,0,0,0,1,0,0,0,1,0
798,798,3.0915260638026925,2008,485000,0.5840610554043071,3,4,11,3,2.0781137336173754,1.8945101080701716,-1.1751327623668177,0,1,0,0,0,0,0,1,0
799,799,0.4805817863737066,1937,175000,-0.5181994070657028,1,3,7,1,-0.4698201584176204,1.0079699237765696,1.1058474781116643,1,0,0,1,0,0,0,1,0
800,800,0.32834013754402813,1997,200000,0.4584473274874968,2,4,8,2,-1.4139784026742432,1.6608483540703076,-0.8445559159206608,0,0,1,0,0,0,0,1,0
801,801,-0.6079460027584945,1916,109900,-0.9369118334550702,1,2,5,2,0.086327848473267,-0.7948908644380686,1.8000588556485937,1,0,0,1,0,0,0,0,1
802,802,-0.1131606440620395,2005,189000,-0.3439103595811286,2,3,7,2,-1.1242640921078275,0.8728126346982167,-1.1090173930775862,0,1,0,0,0,0,0,1,0
803,803,2.486365509704721,2008,582933,0.6491359450056545,3,4,12,3,1.4779912331583713,1.697501178227149,-1.1751327623668177,0,0,1,0,0,0,0,1,0
804,804,-0.7373514042637213,1954,118000,-0.20416508727367721,1,2,5,1,-0.08957012579919972,-0.7948908644380686,0.5108091545085821,1,0,0,1,0,0,0,1,0
805,805,-0.16644522115242696,2008,227680,0.3670284477258182,2,3,6,2,0.6864503489322711,-0.7948908644380686,-1.2081904470114333,0,0,1,0,0,0,0,1,0
806,806,-1.0189984545986266,1967,135500,-0.07331745402699988,2,3,6,1,-0.472406893333392,-0.7948908644380686,0.08105925412857821,1,1,0,0,0,0,0,1,0
807,807,0.11520182918247823,1923,223500,1.9563910328954588,1,3,6,2,-0.2344272810824076,0.3596730965024366,1.6347704324255152,0,0,1,0,0,0,0,1,0
808,808,-0.8172782698993025,1966,159950,0.5634743611068298,1,3,6,2,-0.19821299226160563,-0.7948908644380686,0.1141169387731939,1,0,1,0,0,0,0,1,0
809,809,1.1846994122109695,1898,106000,-0.36118224716969,2,2,11,2,-0.2266670763350929,1.6402311404820842,2.461212548540907,0,0,0,1,0,0,0,0,1
810,810,-0.39290467378657373,1974,181000,-0.005276684738727663,1,3,5,2,0.3786288939554543,-0.7948908644380686,-0.15034453838373155,1,0,1,0,0,0,0,1,0
811,811,-1.270197175167596,2004,144500,-1.0000676244354665,1,1,4,2,-0.8138559022152391,-0.7948908644380686,-1.0759597084329706,0,1,0,0,0,0,0,0,1
812,812,-0.8972051355348837,1952,55993,-0.2544105784404013,1,2,4,2,-0.30685585872401155,-0.7948908644380686,0.7091552623762761,0,0,0,1,1,0,0,0,0
813,813,-0.13980293260723323,1958,157900,-0.07331745402699988,1,4,7,1,0.722664637753073,-0.7948908644380686,0.41163610057473504,1,0,1,0,0,0,0,1,0
814,814,-0.5051828897984616,1918,116000,-0.33536164754234565,1,3,7,1,-1.2329069585702332,0.497121187090592,1.7008858017147466,1,0,0,1,0,0,0,1,0
815,815,0.2769585810640116,1998,224900,0.3431269467194252,2,3,6,2,1.2891595843070467,-0.7948908644380686,-0.8114982312760451,0,0,1,0,0,0,0,1,0
816,816,-0.965713877508239,1954,137000,0.2189089268905795,1,2,4,1,-0.39997831569178804,-0.7948908644380686,0.5108091545085821,1,0,1,0,0,0,0,1,0
817,817,0.3302431581543991,2002,271000,0.5399217871224279,2,3,7,3,1.3615881619486507,-0.7948908644380686,-1.0098443391437393,0,0,1,0,0,0,0,1,0
818,818,-0.8819809706519158,1971,155000,-0.23626637329686204,1,3,6,2,-0.286161979397839,-0.7948908644380686,0.08105925412857821,0,0,0,1,0,0,0,1,0
819,819,-0.2996566638783956,2009,224000,-0.6628296576810302,2,2,6,2,0.5053789048282612,-0.7948908644380686,-1.1751327623668177,0,0,1,0,0,0,0,1,0
820,820,0.236995148246221,2003,183000,-0.513663355779818,2,3,6,2,-0.9431926480038175,1.133964006815712,-1.0429020237883548,0,0,1,0,0,0,0,1,0
821,821,-1.1027313614549497,1953,93000,-0.7275556202603866,1,2,4,2,-0.586223229627341,-0.7948908644380686,0.6430398930870448,0,0,0,1,0,0,0,0,1
822,822,0.41397606501072226,2003,225000,0.38796406904528663,2,3,7,2,-0.8164426371310107,1.2347592732470258,-1.0759597084329706,1,1,0,0,0,0,0,1,0
823,823,-0.05036096391979712,1940,139500,-0.047147927377664406,2,3,7,1,-0.5655293503011685,0.4535959584043428,1.0727897934670487,0,0,0,1,0,0,0,1,0
824,824,-0.05036096391979712,2006,232600,0.18244605309250542,2,3,7,2,0.8442411787943368,-0.7948908644380686,-1.2081904470114333,1,0,1,0,0,1,0,0,0
825,825,1.0819362992509367,2007,385000,0.8082466670336143,2,2,7,3,2.3833484536784204,-0.7948908644380686,-1.1751327623668177,0,1,0,0,0,0,0,1,0
826,826,-1.3919904942313388,1924,109500,-0.7048753638309625,1,2,5,0,-0.9794069368246195,-0.7948908644380686,1.568655063136284,0,0,0,0,0,0,0,0,1
827,827,-0.15502709749020108,2001,189000,-0.2863374009525906,2,3,6,2,0.7019707584269005,-0.7948908644380686,-0.9437289698545078,0,0,1,0,0,0,0,1,0
828,828,1.1618631648865179,1967,185000,3.232417152317056,2,3,7,2,-0.0067946084945095025,1.418023394031233,0.18023230806242527,0,1,0,0,0,0,0,1,0
829,829,-0.5565644462784781,2005,147400,-1.3305015142610757,2,2,4,2,-1.6623049545883137,0.6322784761689448,-1.1751327623668177,1,0,1,0,0,1,0,0,0
830,830,-0.2349539631257823,1957,166000,0.30177909461347513,1,3,6,2,0.5933278919644945,-0.7948908644380686,0.4777514698639664,0,0,1,0,0,0,0,1,0
831,831,-0.6003339203170106,2005,151000,-1.2195427212678933,2,2,4,2,-1.6623049545883137,0.5795900414434852,-1.1751327623668177,1,0,1,0,0,1,0,0,0
832,832,0.5966660436063365,2003,237000,-0.10855908324810497,2,3,7,2,-0.5732895550484832,1.2393408762666311,-0.9767866544991236,0,0,1,0,0,0,0,1,0
833,833,0.0010205925602193658,1964,167000,-0.029003722234125152,1,3,6,2,0.9140830215201692,-0.7948908644380686,0.2794053619962723,0,0,1,0,0,0,0,1,0
834,834,-0.7069030744977856,1961,139950,-0.4004365371436932,1,3,6,2,-0.04818236714685461,-0.7948908644380686,0.34552073128550365,0,0,0,1,0,0,0,1,0
835,835,-0.8534356614963511,1950,128000,-0.09948698067633534,2,2,4,2,-0.24736095566126545,-0.7948908644380686,0.7752706316655075,0,0,0,1,0,0,0,1,0
836,836,0.08285047880617155,1948,153500,-0.36118224716969,1,2,5,2,1.0253126228983467,-0.7948908644380686,0.7422129470208918,1,0,0,1,0,0,0,0,1
837,837,-1.0056773103260297,1973,100000,-1.481237987761248,1,2,5,1,-1.758014146471862,0.3596730965024366,-0.0511714844498845,0,0,0,1,0,0,0,0,1
838,838,-0.7925390019644797,1995,144000,-0.11257174400100307,1,3,6,1,-0.16458543835657521,-0.7948908644380686,-0.7784405466314295,0,0,0,1,0,0,0,1,0
839,839,-0.6003339203170106,1946,130500,0.27857544765106435,1,3,6,1,-1.0207946954769647,0.19473538779665014,0.8413860009547389,0,0,0,1,0,0,0,1,0
840,840,-0.06368210819239399,1925,140000,0.34626728991734546,2,4,7,1,-0.9121518290145587,0.7445277501492716,1.535597378491668,0,0,0,1,0,0,1,0,0
841,841,0.04479006659875193,1904,157500,0.04706236855994327,2,3,8,2,-0.5293150614803664,0.536064812757236,2.2298087560285973,0,0,0,1,0,0,0,0,1
842,842,-0.666939641679995,1966,174900,-0.2006758170537658,1,3,6,2,0.006139066084348344,-0.7948908644380686,0.18023230806242527,0,0,1,0,0,0,0,1,0
843,843,0.541478445905578,1961,141000,-0.378628598269247,2,6,10,0,1.648715737599295,-0.7948908644380686,0.312463046640888,1,0,0,0,0,0,0,1,0
844,844,-0.18928146847687874,1915,153900,0.435243680525086,1,4,7,3,-0.7414273245736351,0.44214195085532987,1.866174224937825,0,0,0,1,0,0,0,0,1
845,845,0.35307940547885086,1975,171000,1.1299573813094448,2,3,6,2,1.3926289809379095,-0.7948908644380686,-0.15034453838373155,1,1,0,0,0,0,0,1,0
846,846,0.4939029306463035,1993,213000,-0.14886015428808158,2,3,7,2,-0.40515178552333114,0.9667354966001229,-0.6792674926975825,0,0,0,1,0,0,0,1,0
847,847,-1.2397488454016603,1972,133500,0.9338603949504244,1,3,5,1,-0.772468143562894,-0.7948908644380686,0.01494388483934686,0,0,0,1,0,0,0,1,0
848,848,1.6033639464925855,1908,240000,6.181199415164176,3,5,10,2,0.3734554241239112,1.6127415223644532,2.0975780174501346,0,0,0,1,0,0,0,1,0
849,849,0.6461445794759819,1976,187000,-0.09948698067633534,2,3,7,2,-0.17751911293543307,0.9484090845217021,-0.18340222302834722,1,0,1,0,0,0,0,1,0
850,850,-1.270197175167596,2003,131500,-1.0005910149684532,1,1,3,2,-0.8138559022152391,-0.7948908644380686,-1.0759597084329706,1,1,0,0,0,0,0,0,1
851,851,-0.1131606440620395,2003,215000,-1.2167513050919643,2,2,7,2,0.758878926573875,-0.7948908644380686,-1.1090173930775862,1,1,0,0,0,0,0,1,0
852,852,0.2484132719084469,1941,164000,-0.5307607798573838,2,4,7,1,-0.6327844581112293,0.8728126346982167,0.9736167395332016,1,0,0,1,0,0,0,1,0
853,853,-0.13409387077612028,1964,158000,0.3357994792576113,1,3,7,2,0.7304248425003877,-0.7948908644380686,0.2794053619962723,0,0,1,0,0,0,0,1,0
854,854,0.5015150130877873,1955,170000,1.3520494308068052,1,3,6,2,1.594394304368092,-0.7948908644380686,0.4777514698639664,1,0,0,1,0,0,0,1,0
855,855,-0.9048172179763676,1962,127000,-0.5710618508973605,1,3,6,1,-0.3172027983870978,-0.7948908644380686,0.37857841593011937,0,0,0,1,0,0,0,1,0
856,856,-0.9314595065215614,1978,147000,0.13952802938759526,1,3,5,2,-0.35341708720789977,-0.7948908644380686,-0.21645990767296291,0,0,0,1,0,0,0,1,0
857,857,-0.06558512880276497,1994,174000,-0.3568206593948008,2,3,6,2,-1.1915191999178882,0.9896435116981488,-0.7123251773421981,0,1,0,0,0,0,0,1,0
858,858,-0.27682041655394385,1976,152000,0.04008382812012048,2,3,6,2,0.53641972381752,-0.7948908644380686,-0.11728685373911586,0,0,1,0,0,0,0,1,0
859,859,2.1666580471623957,1968,250000,0.14982137653633387,2,4,9,2,0.9037360818570829,1.821204459756489,0.04800156948396254,1,0,0,1,0,0,0,1,0
860,860,-0.17025126237316893,1918,189950,-0.441086535205661,1,3,7,1,-0.6483048676058587,0.3825811116004625,1.7339434863593624,1,0,0,1,0,0,0,1,0
861,861,-0.9067202385867386,1965,131500,0.25380162908969345,1,3,6,2,-0.31978953330286936,-0.7948908644380686,0.2794053619962723,0,0,0,1,0,0,0,1,0
862,862,-0.7963450431852217,1984,152000,-0.08692560788465432,2,3,6,2,-0.16975890818811837,-0.7948908644380686,-0.34869064625142565,0,0,0,1,0,0,0,1,0
863,863,-0.6992909920563016,1959,132500,-0.3906665805279413,1,3,6,1,-0.037835427483768336,-0.7948908644380686,0.4446937852193507,0,0,0,1,0,0,0,1,0
864,864,-0.2730143753332019,2007,250580,-0.26697195123208234,2,3,6,2,0.5415931936490632,-0.7948908644380686,-1.1751327623668177,0,1,0,0,0,1,0,0,0
865,865,-0.977132001170465,1970,148500,-0.24778096502256966,1,3,5,2,-0.41549872518641745,-0.7948908644380686,0.08105925412857821,0,0,0,1,0,0,0,1,0
866,866,0.2484132719084469,2006,248900,0.08474648693498635,2,3,6,3,1.2503585605704732,-0.7948908644380686,-1.1751327623668177,1,0,1,0,0,0,0,1,0
867,867,-0.7525755691466891,1961,129000,-0.5583260145946839,1,3,5,2,-0.11026400512537227,-0.7948908644380686,0.312463046640888,1,0,1,0,0,0,0,1,0
868,868,1.5310491632984882,1948,169000,0.8010936630827958,2,2,7,2,0.9942718039090878,0.854486222619796,0.7091552623762761,1,0,0,1,0,0,0,1,0
869,869,0.8250285168508542,1993,236000,-0.040518313959832755,2,3,8,2,-0.2602946302401233,1.2370500747568285,-0.6462098080529668,0,1,0,0,0,0,0,1,0
870,870,-1.1826582270905308,1962,109500,-0.6228775136630447,1,2,5,1,-0.6948660960897469,-0.7948908644380686,0.34552073128550365,0,0,0,1,0,0,0,1,0
871,871,0.31692201388180224,1998,200500,-0.24778096502256966,2,3,7,2,-0.9276722385091881,1.2164328611686053,-0.8114982312760451,0,0,1,0,0,0,0,1,0
872,872,-1.1522098973245951,1953,116000,-0.22300714646119874,1,3,5,2,-0.6534783374374018,-0.7948908644380686,0.6099822084424291,0,0,0,1,0,0,0,1,0
873,873,-0.47092851881178394,1949,133000,0.34434819129639416,1,3,6,1,-0.3275497380501841,-0.7948908644380686,0.7752706316655075,0,0,0,1,0,0,0,1,0
874,874,-0.7316423424326084,1941,66500,-0.7764054033391461,1,3,5,1,-1.258774307727949,0.2474238225221097,1.039732108822433,0,0,0,1,0,0,0,0,1
875,875,2.0829251403060725,2007,303477,-0.20416508727367721,2,4,11,2,0.05528702948400816,2.471792088540424,-1.2081904470114333,1,1,0,0,0,1,0,0,0
876,876,-0.9048172179763676,1963,132250,2.6371476528001723,1,3,5,2,-0.3172027983870978,-0.7948908644380686,0.24634767735165664,1,0,0,1,0,0,0,1,0
877,877,1.348359184702874,2004,350000,-0.23312603009894178,2,4,10,3,0.7743993360685044,0.9506998860315048,-1.0429020237883548,0,1,0,0,0,0,0,1,0
878,878,-0.6859698477837048,1961,148000,0.2811924003159979,1,3,6,2,-0.01972828307336735,-0.7948908644380686,0.41163610057473504,0,0,0,1,0,0,0,1,0
879,879,-1.2397488454016603,1978,136500,-0.5530921092648168,1,3,6,1,-0.772468143562894,-0.7948908644380686,-0.18340222302834722,0,0,0,1,0,0,0,1,0
880,880,-0.8096661874578186,2005,157000,-0.5489049850009231,1,2,5,2,-0.18786605259851935,-0.7948908644380686,-1.142075077722202,1,1,0,0,0,0,0,1,0
881,881,0.38352773524478656,1990,187500,0.6259322980432438,2,3,7,2,0.06304723423132287,0.41923393575730394,-0.6462098080529668,1,0,1,0,0,0,0,1,0
882,882,0.1475531795587849,1992,178000,-0.09320629428049483,2,3,7,2,-0.9173252988461019,1.0033883207569643,-0.6462098080529668,0,0,1,0,0,0,0,1,0
883,883,1.3597773083651,1912,118500,-0.6919650640172903,1,5,10,1,-0.5396620011434528,1.0262963358549901,1.8992319095824406,1,0,0,1,0,0,0,1,0
884,884,-1.1864642683112727,1967,100000,-0.5269225826154813,1,3,5,1,-0.70003956592129,-0.7948908644380686,0.18023230806242527,0,0,1,0,0,0,0,1,0
885,885,0.3683035703618187,1999,328900,-0.8812579734474835,2,2,5,2,1.413322860264082,-0.7948908644380686,-0.9106712852098922,0,1,0,0,0,1,0,0,0
886,886,0.3740126321929316,1959,145000,-0.3100644384479881,2,4,8,2,1.4210830650113968,-0.7948908644380686,0.34552073128550365,1,1,0,0,0,0,0,1,0
887,887,-0.2330509425154113,1955,135500,1.0983794858192468,1,3,8,1,-0.7517742642367214,0.3986167221690806,0.5438668391531978,0,0,0,1,0,0,0,1,0
888,888,1.335038040430277,1970,268000,0.9935269157109093,2,4,8,2,2.7273841974760393,-0.7948908644380686,0.01494388483934686,1,0,0,1,0,0,0,1,0
889,889,-0.019912634153861426,1953,149500,0.3471396074723233,1,2,6,2,0.8856289374466819,-0.7948908644380686,0.6430398930870448,0,0,1,0,0,0,0,1,0
890,890,-1.1255676087794013,1949,122900,-0.3674629335655305,1,3,6,2,-1.2691212473910354,-0.217608883967816,0.7091552623762761,1,0,0,1,0,0,0,1,0
891,891,0.3188250344921732,1978,172500,0.17686322074064717,2,3,7,2,-0.6327844581112293,0.9575722905609125,-0.18340222302834722,0,0,1,0,0,0,0,1,0
892,892,-0.8515326408859801,1963,154500,-0.3064007047170811,1,3,6,1,-0.24477422074549388,-0.7948908644380686,0.21328999270704094,1,0,1,0,0,0,0,1,0
893,893,-0.2520811486191211,1954,165000,0.5432365938313437,1,3,6,1,0.5700472777225505,-0.7948908644380686,0.5769245237978134,0,0,0,1,0,0,0,1,0
894,894,0.03717798415726801,1979,118858,-0.5499517660668966,2,4,8,2,0.963230984919829,-0.7948908644380686,-0.21645990767296291,0,0,0,1,0,0,0,1,0
895,895,0.5338663634640941,1963,140000,-0.5433221526490648,1,4,8,2,-0.46464668858607727,1.0675307630314368,0.2794053619962723,0,0,1,0,0,0,0,1,0
896,896,-1.074186052299385,1936,106500,-0.2451640123576361,1,2,6,1,-0.5474222058907675,-0.7948908644380686,1.1058474781116643,1,0,0,1,0,0,0,0,1
897,897,1.3788075144688097,1979,142953,-0.5499517660668966,2,6,12,2,-0.11026400512537227,1.7708068265408319,-0.21645990767296291,0,0,0,1,0,0,0,1,0
898,898,1.6147820701548112,2009,611657,0.47955741231796073,2,2,11,3,3.10763423009446,-0.7948908644380686,-1.1751327623668177,0,1,0,0,0,0,0,1,0
899,899,-0.5318251783436553,1961,135000,-0.5543133538417857,1,3,6,1,0.18979724510412976,-0.7948908644380686,0.2794053619962723,1,0,0,1,0,0,0,1,0
900,900,-1.2511669690638862,1971,110000,-0.493774515526323,1,2,4,1,-0.7879885530575235,-0.7948908644380686,-0.01811379980526882,1,0,0,1,0,0,0,1,0
901,901,-0.39861373561768665,1957,153000,-0.2544105784404013,1,2,5,1,0.3708686892081396,-0.7948908644380686,0.5108091545085821,0,0,0,1,0,0,0,1,0
902,902,-0.012300551712377502,2003,180000,-0.4004365371436932,2,3,8,2,-0.9199120337618735,0.8132517954433494,-1.1090173930775862,1,1,0,0,0,0,0,1,0
903,903,0.29408576655735047,2006,240000,0.8180166236493661,2,3,7,3,1.3124401985489909,-0.7948908644380686,-1.2081904470114333,1,0,1,0,0,0,0,1,0
904,904,-1.167434062207563,1967,125500,-0.697373432858153,1,3,6,1,-0.6741722167635744,-0.7948908644380686,0.1141169387731939,1,0,0,1,0,0,0,1,0
905,905,-0.861047743937835,1954,128000,-0.043658657157753016,1,3,6,1,-0.25770789532435173,-0.7948908644380686,0.6430398930870448,0,0,1,0,0,0,0,1,0
906,906,0.22938306580473708,2006,255000,0.5810951757173823,2,3,8,3,1.2244912114127575,-0.7948908644380686,-1.1751327623668177,1,0,1,0,0,0,0,1,0
907,907,1.03055474277092,1936,250000,0.23199369021524724,1,3,6,1,-0.3689374967025292,1.580670301227217,1.1058474781116643,1,1,0,0,0,0,0,1,0
908,908,-1.167434062207563,1983,131000,-0.22422839103816775,1,2,5,2,-0.6741722167635744,-0.7948908644380686,-0.44786370018527266,1,0,0,1,0,0,0,1,0
909,909,-0.05987606697165203,2005,174000,0.4219844536894227,2,3,8,2,-1.0880498032870254,0.9048838558354529,-1.0759597084329706,0,1,0,0,0,0,0,1,0
910,910,1.443510215221423,1960,154300,0.2494400413148042,2,5,12,2,-0.1490650288619458,1.8830561005211588,0.4446937852193507,0,0,0,1,0,0,0,1,0
911,911,-0.47092851881178394,1977,143500,-0.15426852312894426,1,3,5,1,0.27257276240882,-0.7948908644380686,-0.15034453838373155,0,0,0,1,0,0,0,1,0
912,912,-0.9523927332356421,1925,88000,-0.7066199989409182,1,3,6,1,-0.38187117128138703,-0.7948908644380686,1.4694820092024368,1,0,0,1,0,0,0,0,1
913,913,0.9258886092005162,1949,145000,-0.6804504722915827,2,4,8,3,-0.418085460102189,1.4982014468743237,0.7091552623762761,1,0,0,1,0,0,1,0,0
914,914,-0.554661425668107,2009,173733,-1.2509461532470958,2,2,4,2,-1.4243253423373294,0.6070796595611163,-1.2081904470114333,0,0,1,0,0,1,0,0,0
915,915,-0.8058601462370766,1970,75000,-1.42523520073167,1,3,6,1,-1.595049846778253,0.4558867599141454,0.01494388483934686,1,0,0,1,0,0,0,0,1
916,916,-1.970508759784117,1949,35311,-0.20416508727367721,0,1,4,1,-1.7657743512191766,-0.7948908644380686,0.6760975777316605,1,0,0,1,1,0,0,0,0
917,917,-0.5451463226162522,1956,135000,1.2159678922302608,1,3,6,1,0.17169010069372878,-0.7948908644380686,0.5438668391531978,0,0,1,0,0,0,0,1,0
918,918,1.1637661854968888,1991,238000,0.5154968955830481,2,4,8,3,-0.6483048676058587,1.988432969972078,-0.6792674926975825,1,0,1,0,0,0,0,1,0
919,919,-0.1930875096976207,1958,176500,0.14982137653633387,1,3,6,2,0.6502360601114691,-0.7948908644380686,0.4446937852193507,0,0,0,1,0,0,0,1,0
920,920,0.3911398176862705,1994,201000,-0.29802645618929374,2,3,7,2,-0.586223229627341,1.0033883207569643,-0.7784405466314295,1,0,1,0,0,0,0,1,0
921,921,1.3026866900539704,1900,145900,-0.24307045022568927,2,4,9,0,0.28291970207190625,1.3309729366587346,2.36203949460706,0,0,0,0,0,0,0,1,0
